provider_name,model_name,input_token_price,output_token_price,cached_token_price
bedrock,eu.anthropic.claude-opus-4-20250514-v1:0,0.015,0.075,0.0015
bedrock,eu.anthropic.claude-sonnet-4-20250514-v1:0,0.003,0.015,0.0003
bedrock,apac.anthropic.claude-3-haiku-20240307-v1:0,0.00025,0.00125,0.00025
bedrock,apac.anthropic.claude-3-sonnet-20240229-v1:0,0.003,0.015,0.003
bedrock,apac.anthropic.claude-3-5-sonnet-20240620-v1:0,0.003,0.015,0.003
bedrock,apac.anthropic.claude-3-5-sonnet-20241022-v2:0,0.003,0.015,0.0003
bedrock,apac.anthropic.claude-sonnet-4-20250514-v1:0,0.003,0.015,0.0003
bedrock,eu.anthropic.claude-3-5-haiku-20241022-v1:0,0.00025,0.00125,0.00025
bedrock,eu.anthropic.claude-3-opus-20240229-v1:0,0.015,0.075,0.015
bedrock,anthropic.claude-v1,0.008,0.024,0.008
bedrock,anthropic.claude-v2,0.008,0.024,0.008
bedrock,anthropic.claude-v2:1,0.008,0.024,0.008
bedrock,anthropic.claude-instant-v1,0.0008,0.0024,0.0008
bedrock,cohere.command-text-v14,0.0015,0.002,0.0015
bedrock,cohere.command-light-text-v14,0.0003,0.0006,0.0003
bedrock,cohere.command-r-plus-v1:0,0.003,0.015,0.003
bedrock,cohere.command-r-v1:0,0.0005,0.0015,0.0005
bedrock,us.deepseek.r1-v1:0,0.00135,0.0054,0.00135
bedrock,meta.llama3-3-70b-instruct-v1:0,0.00072,0.00072,0.00072
bedrock,meta.llama2-13b-chat-v1,0.00075,0.001,0.00075
bedrock,meta.llama2-70b-chat-v1,0.00195,0.00256,0.00195
bedrock,meta.llama3-8b-instruct-v1:0,0.0003,0.0006,0.0003
bedrock,meta.llama3-70b-instruct-v1:0,0.00265,0.0035,0.00265
bedrock,meta.llama3-1-8b-instruct-v1:0,0.00022,0.00022,0.00022
bedrock,us.meta.llama3-1-8b-instruct-v1:0,0.00022,0.00022,0.00022
bedrock,meta.llama3-1-70b-instruct-v1:0,0.00099,0.00099,0.00099
bedrock,us.meta.llama3-1-70b-instruct-v1:0,0.00099,0.00099,0.00099
bedrock,meta.llama3-1-405b-instruct-v1:0,0.00532,0.016,0.00532
bedrock,us.meta.llama3-1-405b-instruct-v1:0,0.00532,0.016,0.00532
bedrock,meta.llama3-2-1b-instruct-v1:0,0.0001,0.0001,0.0001
bedrock,us.meta.llama3-2-1b-instruct-v1:0,0.0001,0.0001,0.0001
bedrock,eu.meta.llama3-2-1b-instruct-v1:0,0.00013,0.00013,0.00013
bedrock,meta.llama3-2-3b-instruct-v1:0,0.00015,0.00015,0.00015
bedrock,us.meta.llama3-2-3b-instruct-v1:0,0.00015,0.00015,0.00015
bedrock,eu.meta.llama3-2-3b-instruct-v1:0,0.00019,0.00019,0.00019
bedrock,meta.llama3-2-11b-instruct-v1:0,0.00035,0.00035,0.00035
bedrock,us.meta.llama3-2-11b-instruct-v1:0,0.00035,0.00035,0.00035
bedrock,meta.llama3-2-90b-instruct-v1:0,0.002,0.002,0.002
bedrock,us.meta.llama3-2-90b-instruct-v1:0,0.002,0.002,0.002
bedrock,us.meta.llama3-3-70b-instruct-v1:0,0.00072,0.00072,0.00072
bedrock,meta.llama4-maverick-17b-instruct-v1:0,0.00024,0.00097,0.00024
bedrock,us.meta.llama4-maverick-17b-instruct-v1:0,0.00024,0.00097,0.00024
bedrock,meta.llama4-scout-17b-instruct-v1:0,0.00017,0.00066,0.00017
bedrock,us.meta.llama4-scout-17b-instruct-v1:0,0.00017,0.00066,0.00017
together,together-ai-up-to-4b,0.0001,0.0001,0.0001
together,together-ai-4.1b-8b,0.0002,0.0002,0.0002
together,together-ai-8.1b-21b,0.0003,0.0003,0.0003
together,together-ai-21.1b-41b,0.0008,0.0008,0.0008
together,together-ai-41.1b-80b,0.0009,0.0009,0.0009
together,together-ai-81.1b-110b,0.0018,0.0018,0.0018
perplexity,codellama-34b-instruct,0.00035,0.0014,0.00035
perplexity,codellama-70b-instruct,0.0007,0.0028,0.0007
perplexity,llama-3.1-70b-instruct,0.001,0.001,0.001
perplexity,llama-3.1-8b-instruct,0.0002,0.0002,0.0002
perplexity,llama-3.1-sonar-huge-128k-online,0.005,0.005,0.005
perplexity,llama-3.1-sonar-large-128k-online,0.001,0.001,0.001
perplexity,llama-3.1-sonar-large-128k-chat,0.001,0.001,0.001
perplexity,llama-3.1-sonar-small-128k-chat,0.0002,0.0002,0.0002
perplexity,llama-3.1-sonar-small-128k-online,0.0002,0.0002,0.0002
perplexity,pplx-7b-chat,0.00007,0.00028,0.00007
perplexity,pplx-70b-chat,0.0007,0.0028,0.0007
perplexity,llama-2-70b-chat,0.0007,0.0028,0.0007
perplexity,mistral-7b-instruct,0.00007,0.00028,0.00007
perplexity,mixtral-8x7b-instruct,0.00007,0.00028,0.00007
perplexity,sonar-small-chat,0.00007,0.00028,0.00007
perplexity,sonar-medium-chat,0.0006,0.0018,0.0006
perplexity,sonar,0.001,0.001,0.001
perplexity,sonar-pro,0.003,0.015,0.003
perplexity,sonar-reasoning,0.001,0.005,0.001
perplexity,sonar-reasoning-pro,0.002,0.008,0.002
perplexity,sonar-deep-research,0.002,0.008,0.002
fireworks,fireworks-ai-up-to-4b,0.0002,0.0002,0.0002
fireworks,fireworks-ai-4.1b-to-16b,0.0002,0.0002,0.0002
fireworks,fireworks-ai-above-16b,0.0009,0.0009,0.0009
fireworks,fireworks-ai-moe-up-to-56b,0.0005,0.0005,0.0005
fireworks,fireworks-ai-56b-to-176b,0.0012,0.0012,0.0012
